action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,22067954,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-3.199', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-3.19888277914681'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.33', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.32977069967769'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '116.11', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '116.114302062014'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '111.79', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '111.787083127685'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3493920,,CHEMBL3493920,5.58,0,http://www.openphacts.org/units/Nanomolar,2952572,=,33,1,=,,IC50,nM,,2657.82,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,5.57547496491025
,,22067955,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-12.35', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-12.3461813414615'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '0.8592', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '0.8592429861331'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '108.07', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '108.072348052795'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '111.77', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '111.774014040745'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3493920,,CHEMBL3493920,5.86,0,http://www.openphacts.org/units/Nanomolar,2952572,=,33,1,=,,IC50,nM,,1378.86,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,5.86047830429436
,,22068162,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '13.43', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '13.4339033031843'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(-c2nc(CN3CCc4cnc(C)nc4C3)no2)c1,,,CHEMBL3988442,,2021,,CHEMBL3495869,,CHEMBL3495869,,0,http://www.openphacts.org/units/Nanomolar,2952557,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22068163,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '119.57', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '119.569822388789'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(-c2nc(CN3CCc4cnc(C)nc4C3)no2)c1,,,CHEMBL3988442,,2021,,CHEMBL3495869,,CHEMBL3495869,,0,http://www.openphacts.org/units/Nanomolar,2952557,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22068269,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-4.701', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-4.70087349450856'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.128', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.12787658094183'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '103.59', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '103.58855524444'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '106.36', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '106.356280709054'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(NC(=O)c2ccc([S+]([O-])C(C)C)cc2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3487605,,CHEMBL3487605,5.53,0,http://www.openphacts.org/units/Nanomolar,2947170,=,33,1,=,,IC50,nM,,2930.95,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,5.53299177140486
,,22068270,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '2.241', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '2.24141923980914'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.196', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.19571576878964'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '114.47', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '114.470061676177'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '118.33', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '118.334282196522'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(NC(=O)c2ccc([S+]([O-])C(C)C)cc2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3487605,,CHEMBL3487605,5.17,0,http://www.openphacts.org/units/Nanomolar,2947170,=,33,1,=,,IC50,nM,,6757.27,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,5.17022879229718
,,22068275,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-1.859', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-1.85894482400315'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.269', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.2690474500234'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '82.36', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '82.3646123321593'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '100.0', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '100.0'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(NC(=O)c2ccncc2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3487608,,CHEMBL3487608,4.47,0,http://www.openphacts.org/units/Nanomolar,2912864,=,33,1,=,,IC50,nM,,33556.23,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.47422689125241
,,22068276,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-11.21', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-11.2088979684036'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.061', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.06100191814997'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '94.57', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '94.566208576057'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '113.72', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '113.723776577845'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(NC(=O)c2ccncc2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3487608,,CHEMBL3487608,4.69,0,http://www.openphacts.org/units/Nanomolar,2912864,=,33,1,=,,IC50,nM,,20338.3,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.69168539124462
,,22068277,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-0.3245', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-0.32448658313719'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.259', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.25889564407004'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '82.31', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '82.3092421981943'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '100.0', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '100.0'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(NC(=O)c2cccnc2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3487609,,CHEMBL3487609,4.47,0,http://www.openphacts.org/units/Nanomolar,2955762,=,33,1,=,,IC50,nM,,33647.78,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.47304358127208
,,22068278,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-9.201', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-9.20106693241127'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.127', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.12681974515812'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '88.15', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '88.1486487936232'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '102.26', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '102.255776501735'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(NC(=O)c2cccnc2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3487609,,CHEMBL3487609,4.75,0,http://www.openphacts.org/units/Nanomolar,2955762,=,33,1,=,,IC50,nM,,17759.7,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.7505643737542
,,22068281,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '41.25', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '41.2474654822825'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(CC(=O)Nc2cc(C(C)C)n[nH]2)cn1,,,CHEMBL3988442,,2021,,CHEMBL3487613,,CHEMBL3487613,,0,http://www.openphacts.org/units/Nanomolar,2930020,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22068282,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '19.65', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '19.6456311426242'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(CC(=O)Nc2cc(C(C)C)n[nH]2)cn1,,,CHEMBL3988442,,2021,,CHEMBL3487613,,CHEMBL3487613,,0,http://www.openphacts.org/units/Nanomolar,2930020,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22068489,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-15.9', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-15.8999466822957'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '0.8134', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '0.81344349730268'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '61.32', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '61.3198631253055'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '100.0', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '100.0'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NCCNc1ccc(C(F)(F)F)cn1)c1cncc(Br)c1,,,CHEMBL3988442,,2021,,CHEMBL3497015,,CHEMBL3497015,4.38,0,http://www.openphacts.org/units/Nanomolar,2910280,=,33,1,=,,IC50,nM,,41168.18,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.38543831931504
,,22068490,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '44.19', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '44.1902687000726'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NCCNc1ccc(C(F)(F)F)cn1)c1cncc(Br)c1,,,CHEMBL3988442,,2021,,CHEMBL3497015,,CHEMBL3497015,,0,http://www.openphacts.org/units/Nanomolar,2910280,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22068693,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '10.56', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '10.5633413593684'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '2.298', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '2.2981418090623'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '90.36', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '90.3644285997227'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '95.16', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '95.1585092930842'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1nc(C)n(CC2CCCN(c3ncnc4[nH]ccc34)C2)n1,,,CHEMBL3988442,,2021,,CHEMBL3496195,,CHEMBL3496195,4.53,0,http://www.openphacts.org/units/Nanomolar,2961570,=,33,1,=,,IC50,nM,,29829.94,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.52534755848707
,,22068694,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '5.886', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '5.88590591369161'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.243', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.2428182874767'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '89.52', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '89.516050187388'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '97.76', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '97.7639951130489'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1nc(C)n(CC2CCCN(c3ncnc4[nH]ccc34)C2)n1,,,CHEMBL3988442,,2021,,CHEMBL3496195,,CHEMBL3496195,4.87,0,http://www.openphacts.org/units/Nanomolar,2961570,=,33,1,=,,IC50,nM,,13438.45,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.87165074106607
,,22068695,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '0.0', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '0.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '0.8597', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '0.85971524367498'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '94.83', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '94.8348438319227'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '103.96', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '103.96240430065'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1nc(C)n(CC2CCCN(c3ncnc4[nH]ccc34)C2)n1,,,CHEMBL3988442,,2021,,CHEMBL3496195,,CHEMBL3496195,4.54,0,http://www.openphacts.org/units/Nanomolar,2961570,=,33,1,=,,IC50,nM,,28679.02,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.54243568099333
,,22068696,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-5.634', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-5.63376935931948'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '2.083', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '2.08341070984752'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '91.43', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '91.4349259176294'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '102.15', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '102.146531629'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1nc(C)n(CC2CCCN(c3ncnc4[nH]ccc34)C2)n1,,,CHEMBL3988442,,2021,,CHEMBL3496195,,CHEMBL3496195,4.83,0,http://www.openphacts.org/units/Nanomolar,2961570,=,33,1,=,,IC50,nM,,14905.52,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.82665290511746
,,22068997,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '3.33', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '3.33019730518316'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.063', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.06278188738213'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '87.84', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '87.8358750907771'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '100.0', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '100.0'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(/C=C/c2ncc(C(=O)O)s2)cc(Cl)c1O,,,CHEMBL3988442,,2021,,CHEMBL3496335,,CHEMBL3496335,4.51,0,http://www.openphacts.org/units/Nanomolar,2918734,=,33,1,=,,IC50,nM,,31111.18,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.50708347043252
